vile	-3.18	0.61
homosexual	-0.01	0.12
hebrew	-0.01	0.18
intellectual	-0.00	0.12
academic	-0.00	0.09
parallel	-0.00	0.07
western	-0.00	0.15
animated	-0.00	0.18
vice	-0.00	0.11
periodic	0.00	0.14
paved	0.00	0.14
rainy	0.00	0.39
icy	0.00	0.36
electronic	0.00	0.14
scant	0.00	0.16
selective	0.00	0.18
emory	0.00	0.16
entrepreneurial	0.00	0.14
secondary	0.00	0.14
quirky	0.01	0.37
annual	0.01	0.27
poetic	0.01	0.19
public	0.01	0.14
aged	0.01	0.34
nightly	0.01	0.12
orbital	0.01	0.09
russian	0.01	0.14
turkish	0.01	0.17
personal	0.01	0.22
other	0.01	0.25
penetrating	0.01	0.18
conventional	0.01	0.10
adept	0.01	0.26
slightest	0.01	0.24
polar	0.01	0.07
earliest	0.01	0.18
outer	0.02	0.09
therapeutic	0.02	0.14
robotic	0.02	0.11
mediterranean	0.02	0.14
elusive	0.02	0.19
credible	0.02	0.14
strict	0.02	0.11
relative	0.02	0.21
pagan	0.02	0.20
coherent	0.02	0.12
partial	0.02	0.22
regular	0.02	0.08
chief	0.02	0.12
bustling	0.02	0.29
israeli	0.03	0.22
sustainable	0.03	0.12
ghostly	0.03	0.21
suburban	0.03	0.31
sacred	0.03	0.24
historical	0.03	0.10
specialized	0.03	0.14
irish	0.03	0.28
philosophical	0.03	0.09
magnetic	0.03	0.13
sassy	0.03	0.19
neutral	0.03	0.18
cold	0.03	0.37
unified	0.03	0.15
pro	0.03	0.21
average	0.03	0.28
female	0.03	0.25
hardest	0.03	0.39
influential	0.04	0.23
erotic	0.04	0.20
layered	0.04	0.19
licensed	0.04	0.04
endless	0.04	0.17
barren	0.04	0.16
waning	0.04	0.13
designated	0.04	0.12
brazilian	0.04	0.22
jewish	0.04	0.25
conceptual	0.04	0.08
leafy	0.04	0.25
tricky	0.04	0.92
double	0.04	0.29
insulated	0.04	0.18
definitive	0.04	0.19
decisive	0.05	0.15
comparative	0.05	0.07
nearby	0.05	0.14
deliberate	0.05	0.19
outspoken	0.05	0.17
buddhist	0.05	0.15
sterile	0.05	0.16
adolescent	0.05	0.14
interested	0.05	0.66
biblical	0.05	0.26
winding	0.05	0.20
aesthetic	0.05	0.11
presidential	0.05	0.11
coastal	0.05	0.18
planetary	0.05	0.11
arctic	0.05	0.14
sharper	0.05	0.39
junior	0.05	0.17
crumbling	0.05	0.17
basic	0.06	0.22
wrinkled	0.06	0.22
japanese	0.06	0.16
responsible	0.06	0.28
preliminary	0.06	0.16
flickering	0.06	0.18
hilarious	0.06	0.27
alternating	0.06	0.12
sporting	0.06	0.18
fiscal	0.06	0.24
oldest	0.06	0.18
underground	0.06	0.14
advanced	0.07	0.12
associate	0.07	0.12
imposing	0.07	0.23
systematic	0.07	0.11
successful	0.07	0.21
shady	0.07	0.14
positive	0.07	0.27
teenage	0.07	0.32
spare	0.07	0.11
liberal	0.07	0.13
televised	0.07	0.11
technical	0.07	0.11
countless	0.07	0.17
elevated	0.07	0.06
somber	0.08	0.46
veteran	0.08	0.09
cheap	0.08	0.16
absent	0.08	0.24
retail	0.08	0.19
direct	0.08	0.19
photographic	0.08	0.14
keen	0.08	0.32
formidable	0.08	0.14
greatest	0.09	0.38
professional	0.09	0.17
frozen	0.09	0.20
democratic	0.09	0.11
elaborate	0.09	0.17
modern	0.09	0.14
tracking	0.09	0.11
righteous	0.09	0.19
gifted	0.09	0.14
scarce	0.09	0.10
extinct	0.09	0.16
valid	0.09	0.16
consulting	0.09	0.08
triumphant	0.09	0.45
compelling	0.09	0.33
prominent	0.09	0.27
shiite	0.09	0.20
analytical	0.09	0.08
complex	0.10	0.24
privileged	0.10	1.25
timid	0.10	0.35
older	0.10	0.31
botanical	0.10	0.18
outermost	0.10	1.05
upper	0.10	0.09
disposable	0.10	0.17
desolate	0.10	0.16
singular	0.10	0.26
surviving	0.10	0.09
snowy	0.10	0.27
imaginative	0.10	0.15
secular	0.11	0.17
linear	0.11	0.07
empty	0.11	0.15
outstretched	0.11	0.27
monumental	0.11	0.18
intricate	0.11	0.19
danish	0.11	0.14
ardent	0.11	0.21
premier	0.11	0.22
narrow	0.11	0.11
beloved	0.11	0.22
lighted	0.11	0.10
mottled	0.11	0.20
theoretical	0.11	0.09
parental	0.12	0.14
passive	0.12	0.19
perennial	0.12	0.10
unlimited	0.12	0.27
farthest	0.12	0.13
astronomical	0.12	0.15
consecutive	0.12	0.26
religious	0.12	0.19
provincial	0.12	0.11
male	0.12	0.24
longtime	0.12	0.11
communal	0.12	0.11
controversial	0.12	0.26
stormy	0.12	0.45
atmospheric	0.12	0.10
austrian	0.12	0.15
wet	0.13	0.28
frail	0.13	0.49
italian	0.13	0.28
tremendous	0.13	0.31
english	0.13	0.18
pious	0.13	0.20
relevant	0.13	0.24
innovative	0.13	0.16
medieval	0.13	0.19
honorable	0.13	0.14
opposing	0.13	0.12
entire	0.13	0.25
detailed	0.13	0.11
greek	0.14	0.16
furry	0.14	0.27
commanding	0.14	0.06
rumpled	0.14	0.26
circular	0.14	0.23
fond	0.14	1.03
clearer	0.14	0.45
mathematical	0.14	0.10
egyptian	0.14	0.16
sly	0.14	0.25
unchanged	0.14	0.18
crucial	0.14	0.23
broadband	0.15	0.09
damp	0.15	0.28
rickety	0.15	0.10
fertile	0.15	0.18
literary	0.15	0.12
standardized	0.15	0.10
persian	0.15	0.15
german	0.15	0.19
elastic	0.16	0.16
richer	0.16	0.30
voluntary	0.16	0.08
wooden	0.16	0.15
incomplete	0.16	0.17
vertical	0.16	0.18
unmarried	0.16	0.38
massive	0.16	0.25
weathered	0.16	0.18
prized	0.16	0.10
broader	0.16	0.11
stiff	0.16	0.31
youngest	0.17	0.25
inaugural	0.17	0.12
solar	0.17	0.09
supreme	0.17	0.21
understandable	0.17	0.17
steep	0.17	0.13
focal	0.17	0.12
fearless	0.17	0.19
organic	0.17	0.08
waxed	0.17	0.08
lucrative	0.17	0.15
marital	0.17	0.14
khaki	0.17	0.20
british	0.17	0.18
immense	0.17	0.26
swiss	0.18	0.15
dense	0.18	0.24
maximum	0.18	0.31
scholarly	0.18	0.16
canadian	0.18	0.15
unique	0.18	0.35
gnarled	0.18	0.29
mutual	0.18	0.16
swift	0.18	0.26
equal	0.19	0.34
seasoned	0.19	0.13
hooded	0.19	0.22
private	0.19	0.15
metallic	0.19	0.21
instrumental	0.19	0.23
meticulous	0.19	0.11
increasing	0.19	0.30
key	0.19	0.24
capable	0.19	0.14
fortified	0.20	0.08
fancy	0.20	0.35
epic	0.20	0.18
brighter	0.20	0.35
paramount	0.20	0.19
daring	0.20	0.15
free	0.20	0.19
extra	0.20	0.23
impossible	0.20	0.33
normal	0.20	0.15
biggest	0.20	0.45
salty	0.20	0.34
alpine	0.20	0.15
vast	0.21	0.17
greater	0.21	0.35
caribbean	0.21	0.15
glazed	0.21	0.19
avid	0.21	0.21
ancient	0.21	0.14
rational	0.21	0.14
interactive	0.21	0.18
national	0.21	0.12
sensible	0.21	0.18
amazed	0.21	0.67
sparse	0.21	0.20
hard	0.22	0.94
subtle	0.22	0.27
opaque	0.22	0.13
developing	0.22	0.09
czech	0.22	0.10
characteristic	0.22	0.18
humble	0.22	0.21
desirable	0.22	0.19
classical	0.22	0.10
profitable	0.22	0.14
artistic	0.23	0.12
revised	0.23	0.15
smallest	0.23	0.16
primary	0.23	0.19
shy	0.23	0.59
usual	0.23	0.38
shallow	0.23	0.13
integrated	0.23	0.12
creative	0.23	0.13
yearly	0.23	0.15
enormous	0.23	0.28
excess	0.24	0.08
int	0.24	0.15
roman	0.24	0.20
colorful	0.24	0.13
practical	0.24	0.13
preschool	0.24	0.09
expensive	0.24	0.17
charitable	0.24	0.15
dominant	0.24	0.13
notable	0.24	0.31
curt	0.24	0.45
online	0.25	0.14
likely	0.25	0.29
comprehensive	0.25	0.08
runaway	0.25	0.19
hawaiian	0.25	0.20
watery	0.25	0.13
modified	0.25	0.17
sprawling	0.25	0.16
higher	0.25	0.19
true	0.25	1.11
noble	0.26	0.25
wider	0.26	0.18
main	0.26	0.11
martial	0.26	0.13
toasted	0.26	0.14
overgrown	0.26	0.17
tangled	0.26	0.20
wiser	0.26	0.40
younger	0.26	0.28
theatrical	0.26	0.10
optical	0.26	0.11
flaming	0.27	0.18
conservative	0.27	0.14
unmarked	0.27	0.18
sizable	0.27	0.30
famous	0.27	0.23
french	0.27	0.19
close	0.28	0.25
handheld	0.28	0.05
holy	0.28	0.36
nostalgic	0.28	0.66
colonial	0.28	0.13
paternal	0.28	0.27
extensive	0.28	0.09
alert	0.28	0.26
shredded	0.28	0.15
legendary	0.28	0.19
skilled	0.28	0.12
comic	0.29	0.25
indoor	0.29	0.12
visionary	0.29	0.11
synthetic	0.29	0.13
traditional	0.29	0.17
cavernous	0.29	0.13
heady	0.29	0.29
oversized	0.29	0.19
pioneering	0.29	0.12
sophisticated	0.29	0.18
savvy	0.29	0.19
tighter	0.29	0.24
chilly	0.29	0.41
quieter	0.29	0.36
critical	0.29	0.22
masculine	0.30	0.18
renewed	0.30	0.24
deceased	0.30	0.24
newer	0.30	0.09
milky	0.30	0.12
irresistible	0.30	0.23
inclined	0.30	0.27
goofy	0.30	0.38
scrawny	0.30	0.29
competitive	0.30	0.16
hotter	0.31	0.33
genuine	0.31	0.27
coordinated	0.31	0.08
hot	0.31	0.26
leftover	0.31	0.25
tougher	0.31	0.40
careful	0.31	0.18
sober	0.31	0.55
frigid	0.31	0.44
seasonal	0.31	0.15
famed	0.31	0.07
meager	0.31	0.16
aerobic	0.32	0.10
simpler	0.32	0.40
courageous	0.32	0.20
historic	0.32	0.12
eldest	0.32	0.32
mammoth	0.32	0.12
dreamy	0.32	0.44
happier	0.32	1.22
indispensable	0.32	0.19
noisy	0.32	0.81
sensitive	0.32	0.32
puffy	0.33	0.26
customary	0.33	0.09
mobile	0.33	0.13
original	0.33	0.18
big	0.33	1.04
newfound	0.33	0.21
cloudy	0.34	0.36
musical	0.34	0.17
renewable	0.34	0.11
sunken	0.34	0.23
exclusive	0.34	0.11
phenomenal	0.34	1.15
renowned	0.34	0.14
untouched	0.34	0.29
slower	0.34	0.22
archaeological	0.34	0.16
comparable	0.34	0.27
iced	0.35	0.24
brave	0.35	0.19
generic	0.35	0.12
sweeping	0.35	0.18
real	0.35	1.10
mid	0.35	0.23
cluttered	0.35	0.12
oriental	0.35	0.23
swedish	0.35	0.14
willing	0.35	0.35
minimum	0.35	0.19
knowledgeable	0.35	0.30
beaded	0.35	0.27
darker	0.35	0.29
slick	0.35	0.19
considerable	0.36	0.33
lower	0.36	0.23
newest	0.36	0.19
rectangular	0.36	0.23
beneficial	0.36	0.25
mischievous	0.36	0.39
upcoming	0.36	0.15
saturated	0.37	0.12
miraculous	0.37	0.69
larger	0.37	0.25
warmer	0.37	0.33
secret	0.37	0.29
eager	0.37	0.46
closest	0.37	0.14
heavier	0.37	0.35
thinner	0.37	0.34
hottest	0.37	0.22
flowering	0.38	0.26
portable	0.38	0.08
grammy	0.38	0.24
dynamic	0.38	0.11
skinny	0.38	0.44
nutritional	0.38	0.19
highest	0.38	0.31
inspiring	0.38	0.38
mighty	0.38	1.15
recycled	0.38	0.16
convincing	0.39	0.13
rugged	0.39	0.22
bigger	0.39	0.35
humid	0.39	0.34
indirect	0.39	0.12
oversize	0.39	0.20
pleased	0.39	1.13
instructional	0.39	0.15
speedy	0.39	0.14
early	0.39	0.27
parmesan	0.39	0.17
smaller	0.40	0.26
patriotic	0.40	0.19
wooded	0.40	0.21
pastoral	0.40	0.29
tinted	0.40	0.15
thicker	0.40	0.30
sheer	0.40	0.34
sympathetic	0.40	0.34
open	0.40	0.16
tame	0.40	0.16
smarter	0.40	0.37
dietary	0.40	0.18
shorter	0.41	0.32
select	0.41	0.22
dry	0.41	0.26
manicured	0.41	0.19
celestial	0.41	0.19
high	0.41	0.18
informal	0.41	0.15
bold	0.41	0.15
civilized	0.41	0.24
elian	0.41	0.16
aspiring	0.41	0.21
sufficient	0.41	0.23
unfamiliar	0.41	0.98
heated	0.42	0.24
prestigious	0.42	0.24
dried	0.42	0.18
promising	0.42	0.20
disciplined	0.42	0.14
huge	0.42	0.28
passionate	0.43	0.18
transparent	0.43	0.15
vaulted	0.43	0.13
herbal	0.43	0.12
funky	0.43	0.25
adjacent	0.43	0.11
soy	0.43	0.14
large	0.43	0.26
mock	0.43	0.17
vital	0.43	0.24
lighter	0.43	0.35
stronger	0.44	0.37
loose	0.44	0.23
brightest	0.44	0.21
typical	0.44	0.13
talented	0.44	0.25
fastest	0.44	0.24
simplest	0.44	0.19
foremost	0.44	0.21
grassy	0.44	0.20
royal	0.44	0.20
late	0.44	0.26
orthodox	0.45	0.33
valuable	0.45	0.30
timeless	0.45	0.11
fantastic	0.45	0.32
low	0.45	0.09
overweight	0.45	0.41
adjoining	0.46	0.12
collegiate	0.46	0.21
prospective	0.46	0.12
possible	0.46	0.38
latest	0.46	0.22
bearded	0.47	0.43
moderate	0.47	0.13
fresh	0.47	0.19
remaining	0.47	0.14
pastel	0.47	0.15
alternative	0.47	0.12
miniature	0.47	0.18
flat	0.48	0.22
soaring	0.48	0.19
faithful	0.48	0.39
distinguished	0.49	0.16
gilded	0.49	0.17
olive	0.49	0.13
baggy	0.49	0.24
optional	0.49	0.14
acclaimed	0.49	0.18
steaming	0.49	0.16
chevy	0.49	0.17
theological	0.50	0.35
cheaper	0.50	0.21
hybrid	0.50	0.06
adequate	0.50	0.19
devout	0.50	0.27
taller	0.50	0.22
episcopal	0.50	0.39
standard	0.51	0.27
hefty	0.51	0.16
budding	0.51	0.18
trendy	0.51	0.13
easiest	0.51	0.41
misty	0.51	0.27
squat	0.51	0.19
tallest	0.52	0.10
educated	0.52	0.35
formal	0.52	0.21
consistent	0.52	0.19
scottish	0.52	0.18
healthier	0.52	0.35
embroidered	0.52	0.19
pragmatic	0.53	0.12
collaborative	0.53	0.17
synchronized	0.53	0.17
effective	0.53	0.20
venerable	0.53	0.10
grand	0.53	0.14
ceramic	0.53	0.14
expressive	0.53	0.17
ornate	0.54	0.19
quaint	0.54	0.15
stainless	0.54	0.13
almighty	0.54	1.25
christian	0.54	0.38
viable	0.54	0.21
softer	0.54	0.27
affordable	0.55	0.19
solemn	0.55	0.37
heavy	0.55	0.16
small	0.55	0.26
available	0.55	0.21
folding	0.55	0.12
authentic	0.56	0.13
husky	0.56	0.31
protestant	0.56	0.38
thorough	0.56	0.11
shimmering	0.56	0.24
fluffy	0.56	0.23
humane	0.56	0.11
productive	0.56	0.21
colder	0.57	0.35
flexible	0.57	0.16
catholic	0.57	0.39
soothing	0.57	0.37
silvery	0.57	0.28
dutch	0.57	0.27
abs	0.58	0.15
lofty	0.58	0.13
indigo	0.58	0.18
fleshy	0.58	0.26
evangelical	0.58	0.38
olympic	0.58	0.21
matching	0.58	0.19
majestic	0.59	0.28
wide	0.59	0.22
expansive	0.59	0.20
hopeful	0.59	1.05
towering	0.59	0.22
canned	0.59	0.19
maroon	0.60	0.19
coarse	0.60	0.21
appropriate	0.60	0.21
mormon	0.60	0.34
architectural	0.61	0.20
slow	0.61	0.22
clear	0.61	0.18
colored	0.61	0.17
beige	0.61	0.22
mashed	0.61	0.18
fashionable	0.61	0.16
lutheran	0.61	0.36
memorable	0.61	0.32
orange	0.61	0.19
broad	0.62	0.28
powdered	0.62	0.23
modest	0.62	0.15
picturesque	0.62	0.17
pricey	0.63	0.13
easier	0.63	0.39
shabby	0.63	0.21
spontaneous	0.63	0.17
diminutive	0.63	0.22
active	0.63	0.32
charismatic	0.63	0.16
tropical	0.63	0.22
reasonable	0.64	0.21
crimson	0.64	0.26
worthwhile	0.64	0.29
mature	0.64	0.18
delighted	0.64	1.02
encouraging	0.65	0.27
meaningful	0.65	0.24
bulky	0.65	0.17
necessary	0.65	0.29
reflective	0.65	0.20
heavenly	0.65	1.18
erect	0.65	0.22
padded	0.65	0.17
favorable	0.66	0.72
culinary	0.66	0.22
tentative	0.66	0.24
contemporary	0.66	0.10
accurate	0.67	0.17
handmade	0.67	0.16
chunky	0.67	0.15
polished	0.67	0.14
tidy	0.68	0.09
deep	0.68	0.16
popular	0.68	0.14
useful	0.68	0.29
vigorous	0.68	0.11
curved	0.68	0.24
essential	0.69	0.27
rambling	0.69	0.21
ecstatic	0.69	0.93
sorry	0.69	0.75
mini	0.69	0.10
bottled	0.69	0.23
quick	0.69	0.16
detached	0.70	0.43
tempting	0.70	0.72
confidential	0.70	0.13
radiant	0.70	0.25
exact	0.70	0.83
aft	0.71	0.16
scarlet	0.71	0.21
intact	0.71	0.18
luxury	0.72	0.14
dazzling	0.72	0.31
striped	0.72	0.17
efficient	0.72	0.10
boiling	0.72	0.16
cooperative	0.72	0.19
lacy	0.73	0.28
exotic	0.73	0.24
simple	0.73	0.16
black	0.73	0.28
thai	0.74	0.22
purple	0.74	0.22
extraordinary	0.74	0.40
slight	0.74	0.21
energetic	0.74	0.20
brisk	0.74	0.24
recognizable	0.75	0.85
compatible	0.75	0.14
glowing	0.75	0.25
precise	0.75	0.12
red	0.75	0.22
white	0.76	0.24
frosted	0.76	0.27
amber	0.76	0.22
fried	0.76	0.24
clever	0.76	0.67
floral	0.76	0.21
blue	0.76	0.22
tiny	0.77	0.26
straightforward	0.77	0.16
sensual	0.77	0.20
competent	0.77	0.14
vibrant	0.78	0.23
gothic	0.78	0.18
prickly	0.78	0.26
moist	0.78	0.27
glamorous	0.78	0.11
braided	0.79	0.32
bony	0.79	0.39
waterproof	0.79	0.24
glittering	0.79	0.19
fleeting	0.79	0.72
thin	0.79	0.32
thick	0.80	0.32
shiny	0.80	0.27
yellow	0.80	0.23
discreet	0.81	0.19
clean	0.81	0.17
vague	0.81	0.83
chubby	0.82	0.38
seductive	0.82	0.17
green	0.82	0.27
super	0.82	0.25
bald	0.82	0.37
burly	0.83	0.41
generous	0.83	0.24
feminine	0.83	0.14
abundant	0.83	0.16
outdoor	0.83	0.20
steady	0.83	0.15
rippling	0.84	0.27
victorian	0.84	0.24
smart	0.84	0.26
brilliant	0.85	0.21
safest	0.85	0.33
steamed	0.85	0.24
stunning	0.85	0.31
loyal	0.85	0.20
nude	0.85	0.81
long	0.85	0.34
safer	0.86	0.40
dignified	0.86	0.26
comforting	0.86	0.83
timely	0.87	0.19
eclectic	0.87	0.10
satisfied	0.87	0.96
worthy	0.87	0.33
gray	0.87	0.32
dark	0.88	0.32
respectful	0.88	0.36
thrilling	0.88	0.77
thoughtful	0.88	0.42
sane	0.89	0.23
spicy	0.89	0.25
alive	0.89	0.95
decorative	0.89	0.11
roasting	0.90	0.12
nicer	0.90	0.49
priceless	0.91	0.17
intimate	0.91	0.29
awesome	0.92	0.58
bleached	0.92	0.32
reminiscent	0.93	0.76
eligible	0.93	0.99
spirited	0.93	0.23
medium	0.93	0.22
unruly	0.94	0.32
lesser	0.94	0.87
multicultural	0.94	0.95
precious	0.94	0.18
apt	0.94	0.70
hazel	0.95	0.35
unlikely	0.95	0.68
snug	0.95	0.23
proud	0.95	0.87
benign	0.95	0.86
homemade	0.96	0.27
pale	0.96	0.32
balding	0.96	0.47
sheltered	0.96	0.16
grilled	0.96	0.25
automatic	0.97	0.85
compassionate	0.97	0.20
obese	0.97	0.94
superior	0.98	0.86
messy	0.98	0.70
intelligent	0.98	0.15
striking	0.98	0.79
antique	0.98	0.28
turquoise	0.99	0.20
sole	0.99	0.83
brown	1.00	0.36
lavish	1.00	0.10
pristine	1.00	0.22
vegetarian	1.01	0.18
carefree	1.01	0.72
lanky	1.01	0.47
supposed	1.01	1.04
earthy	1.01	0.23
translucent	1.02	0.34
shaggy	1.02	0.39
roasted	1.02	0.22
attentive	1.02	0.38
magnificent	1.02	0.29
compact	1.03	0.18
dear	1.03	0.83
rustic	1.03	0.16
lightweight	1.03	0.12
chic	1.03	0.17
responsive	1.03	0.15
finest	1.03	0.27
fragile	1.04	0.77
crisp	1.04	0.25
stable	1.04	0.22
creamy	1.04	0.23
realistic	1.05	0.74
curly	1.05	0.39
baked	1.05	0.22
durable	1.05	0.13
attractive	1.06	0.18
accessible	1.06	0.18
outgoing	1.06	0.23
bright	1.07	0.19
stocky	1.07	0.47
bland	1.07	0.84
spacious	1.07	0.15
smoky	1.08	0.79
sparkling	1.09	0.17
wee	1.10	0.63
complete	1.11	0.89
lucky	1.11	0.86
gleaming	1.11	0.30
luminous	1.12	0.25
tender	1.12	0.25
silky	1.12	0.38
structured	1.12	0.67
taut	1.13	0.41
wavy	1.13	0.41
stout	1.13	0.46
muscular	1.14	0.44
impressive	1.14	0.77
neat	1.14	0.19
athletic	1.14	0.31
reddish	1.14	0.39
enchanted	1.14	0.77
short	1.15	0.46
electrical	1.15	0.95
pink	1.16	0.33
tall	1.16	0.47
sure	1.16	1.01
married	1.16	0.79
reliable	1.17	0.21
wiry	1.17	0.42
juicy	1.17	0.21
sturdy	1.17	0.24
blond	1.19	0.44
cool	1.19	0.30
rewarding	1.19	0.59
plush	1.19	0.14
robust	1.19	0.16
golden	1.19	0.34
adorable	1.20	0.52
mild	1.20	0.80
windy	1.21	0.96
confident	1.22	0.26
fascinating	1.22	0.80
opposite	1.23	0.82
important	1.23	0.72
freckled	1.23	0.44
prime	1.23	0.87
inexpensive	1.24	0.16
ready	1.24	0.72
enthusiastic	1.26	0.82
boyish	1.26	0.36
luxurious	1.27	0.17
auburn	1.27	0.42
glossy	1.27	0.39
freshwater	1.27	0.86
splendid	1.27	0.60
outstanding	1.29	0.82
sculpted	1.29	0.34
sexy	1.30	0.26
proper	1.30	0.65
tanned	1.31	0.45
single	1.32	0.80
remarkable	1.32	0.74
calming	1.33	0.69
natural	1.33	0.81
blonde	1.33	0.52
admirable	1.35	0.76
composite	1.35	0.83
rear	1.35	0.81
angular	1.35	0.41
enlightened	1.35	0.71
final	1.35	0.78
scenic	1.37	0.75
joyous	1.37	0.80
darn	1.37	0.82
stylish	1.39	0.13
mediocre	1.39	0.62
leisurely	1.40	0.80
jolly	1.41	0.62
structural	1.41	0.86
helpful	1.41	0.63
playful	1.42	0.25
coveted	1.43	0.63
regal	1.43	0.65
sleek	1.44	0.30
optimistic	1.44	0.73
ripe	1.44	0.69
merry	1.44	0.75
handsome	1.45	0.41
cute	1.45	0.63
refined	1.47	0.73
australian	1.47	0.92
appealing	1.48	0.66
grey	1.48	0.99
baptist	1.50	1.01
optimal	1.51	0.66
sunny	1.52	0.89
great	1.53	0.75
placid	1.53	0.77
amateur	1.54	0.82
best	1.54	0.95
spectacular	1.55	0.68
entertaining	1.56	0.73
stellar	1.57	0.80
marvelous	1.58	0.61
honest	1.58	0.54
presbyterian	1.58	0.95
romantic	1.58	0.49
incredible	1.59	0.74
supportive	1.59	0.63
fatty	1.60	0.68
sweet	1.61	0.61
flattering	1.62	0.62
treasured	1.62	0.64
slender	1.64	0.52
full	1.64	0.81
healthy	1.65	0.69
methodist	1.65	0.94
glorious	1.65	0.53
quiet	1.66	0.80
safe	1.66	0.72
decent	1.67	0.74
favorite	1.68	0.58
airy	1.69	0.62
interesting	1.70	0.69
respectable	1.70	0.57
orderly	1.73	0.62
strong	1.73	0.58
sincere	1.74	0.53
superb	1.75	0.88
subdued	1.75	0.74
fair	1.76	1.12
casual	1.79	0.67
convenient	1.79	0.59
youthful	1.80	0.67
warm	1.80	0.73
grateful	1.81	0.81
stately	1.81	0.79
witty	1.82	0.55
forthcoming	1.82	0.77
versatile	1.84	0.60
fragrant	1.86	0.73
loving	1.86	0.59
lush	1.87	0.78
mellow	1.89	0.67
polite	1.90	0.69
friendly	1.92	0.64
soft	1.94	0.74
overall	1.95	0.77
oval	1.96	0.93
dearest	1.96	0.59
round	1.96	0.86
satisfying	1.97	0.56
smooth	1.98	0.79
graceful	1.99	0.75
affectionate	2.00	0.50
mindful	2.01	0.77
plump	2.04	0.89
classic	2.05	0.78
cozy	2.08	0.66
enjoyable	2.10	0.57
ideal	2.11	0.62
pleasing	2.13	0.60
slim	2.13	0.92
hearty	2.17	0.74
fabulous	2.17	0.51
glad	2.19	0.60
cheerful	2.19	0.61
delicious	2.20	0.62
thankful	2.20	0.69
peaceful	2.22	0.59
lively	2.25	0.53
solid	2.26	0.67
exceptional	2.26	0.80
happiest	2.28	0.54
handy	2.28	0.62
elegant	2.30	0.69
flawless	2.31	0.87
nice	2.33	0.52
gentle	2.36	0.65
petite	2.36	0.88
suitable	2.38	0.72
comfortable	2.38	0.61
refreshing	2.38	0.69
terrific	2.39	0.63
welcoming	2.41	0.53
exquisite	2.48	0.62
tasty	2.52	0.55
easy	2.52	0.38
gracious	2.52	0.49
charming	2.53	0.50
joyful	2.64	0.44
delicate	2.66	0.73
rosy	2.71	0.72
gorgeous	2.73	0.68
serene	2.81	0.44
fine	2.82	0.44
wonderful	2.91	0.41
beautiful	3.07	0.54
